"table_schema","table_name","column_name","data_type","is_nullable","column_default","foreign_table","foreign_column"
"public","messages","updated_at","timestamp without time zone","YES","now()",,
"public","messages","sender_type","character varying","NO","'user'::character varying",,
"public","messenger_admins","id","character varying","NO",,,
"public","messenger_admins","user_id","character varying","NO",,"users","id"
"public","messenger_admins","subscriber_id","character varying","NO",,"subscribers","id"
"public","messenger_admins","can_manage_announcements","boolean","YES",,,
"public","messenger_admins","can_manage_groups","boolean","YES",,,
"public","messenger_admins","can_moderate_messages","boolean","YES",,,
"public","messenger_admins","can_access_ai_settings","boolean","YES",,,
"public","messenger_admins","created_at","timestamp without time zone","YES",,,
"public","messenger_admins","is_active","boolean","YES",,,
"public","onboarding_flows","id","integer","NO","nextval('onboarding_flows_id_seq'::regclass)",,
"public","onboarding_flows","employee_id","character varying","NO",,,
"public","onboarding_flows","employee_name","character varying","NO",,,
"public","onboarding_flows","position","character varying","YES",,,
"public","onboarding_flows","started_at","timestamp without time zone","YES",,,
"public","onboarding_flows","completed_at","timestamp without time zone","YES",,,
"public","onboarding_flows","status","character varying","YES",,,
"public","onboarding_tasks","id","integer","NO","nextval('onboarding_tasks_id_seq'::regclass)",,
"public","onboarding_tasks","flow_id","integer","NO",,"onboarding_flows","id"
"public","onboarding_tasks","name","character varying","NO",,,
"public","onboarding_tasks","order","integer","NO",,,
"public","onboarding_tasks","completed","boolean","YES",,,
"public","onboarding_tasks","completed_at","timestamp without time zone","YES",,,
"public","overtime_approvals","id","integer","NO","nextval('overtime_approvals_id_seq'::regclass)",,
"public","overtime_approvals","employee_id","character varying","NO",,,
"public","overtime_approvals","overtime_hours","double precision","NO",,,
"public","overtime_approvals","overtime_rate","double precision","NO",,,
"public","overtime_approvals","approval_reason","text","NO",,,
"public","overtime_approvals","week_ending","date","NO",,,
"public","overtime_approvals","created_at","timestamp without time zone","YES",,,
"public","payment_methods","id","character varying","NO",,,
"public","payment_methods","company_id","character varying","NO",,"companies","id"
"public","payment_methods","stripe_payment_method_id","character varying","NO",,,
"public","payment_methods","type","character varying","NO",,,
"public","payment_methods","is_default","boolean","YES",,,
"public","payment_methods","card_brand","character varying","YES",,,
"public","payment_methods","card_last4","character varying","YES",,,
"public","payment_methods","card_exp_month","integer","YES",,,
"public","payment_methods","card_exp_year","integer","YES",,,
"public","payment_methods","bank_name","character varying","YES",,,
"public","payment_methods","bank_account_last4","character varying","YES",,,
"public","payment_methods","bank_account_type","character varying","YES",,,
"public","payment_methods","created_at","timestamp without time zone","YES","now()",,
"public","payment_methods","updated_at","timestamp without time zone","YES","now()",,
"public","payroll_entries","id","integer","NO","nextval('payroll_entries_id_seq'::regclass)",,
"public","payroll_entries","run_id","integer","NO",,"payroll_runs","id"
"public","payroll_entries","employee_id","character varying","NO",,,
"public","payroll_entries","employee_name","character varying","NO",,,
"public","payroll_entries","position","character varying","YES",,,
"public","payroll_entries","department","character varying","YES",,,
"public","payroll_entries","regular_hours","double precision","YES",,,
"public","payroll_entries","overtime_hours","double precision","YES",,,
"public","payroll_entries","mileage","double precision","YES",,,
"public","payroll_entries","per_diem","double precision","YES",,,
"public","payroll_entries","gross_pay","double precision","YES",,,
"public","payroll_entries","federal_tax","double precision","YES",,,
"public","payroll_entries","state_tax","double precision","YES",,,
"public","payroll_entries","fica_tax","double precision","YES",,,
"public","payroll_entries","health_insurance","double precision","YES",,,
"public","payroll_entries","retirement_401k","double precision","YES",,,
"public","payroll_entries","other_deductions","double precision","YES",,,
"public","payroll_entries","total_deductions","double precision","YES",,,
"public","payroll_entries","net_pay","double precision","YES",,,
"public","payroll_entries","status","character varying","YES",,,
"public","payroll_entries","pay_period","character varying","YES",,,
"public","payroll_entries","has_w2","integer","YES",,,
"public","payroll_entries","has_1099","integer","YES",,,
"public","payroll_entries","hourly_rate","double precision","YES","25.0",,
"public","payroll_entries","bonus_amount","double precision","YES","0",,
"public","payroll_runs","id","integer","NO","nextval('payroll_runs_id_seq'::regclass)",,
"public","payroll_runs","pay_period_start","date","NO",,,
"public","payroll_runs","pay_period_end","date","NO",,,
"public","payroll_runs","pay_date","date","NO",,,
"public","payroll_runs","payroll_type","character varying","NO",,,
"public","payroll_runs","departments","text","NO",,,
"public","payroll_runs","notes","text","YES",,,
"public","payroll_runs","status","character varying","NO",,,
"public","payroll_runs","created_at","timestamp without time zone","YES",,,
"public","permit_books","id","character varying","NO",,,
"public","permit_books","companyId","character varying","NO",,"companies","id"
"public","permit_books","equipmentId","character varying","YES",,"equipment","id"
"public","permit_books","permitNumber","character varying","NO",,,
"public","permit_books","permitType","character varying","NO",,,
"public","permit_books","issuingAuthority","character varying","NO",,,
"public","permit_books","state","character varying","NO",,,
"public","permit_books","description","text","YES",,,
"public","permit_books","route","text","YES",,,
"public","permit_books","restrictions","text","YES",,,
"public","permit_books","specialConditions","text","YES",,,
"public","permit_books","issueDate","date","NO",,,
"public","permit_books","expirationDate","date","NO",,,
"public","permit_books","renewalDate","date","YES",,,
"public","permit_books","permitFee","numeric","YES",,,
"public","permit_books","processingFee","numeric","YES",,,
"public","permit_books","totalFee","numeric","YES",,,
"public","permit_books","status","character varying","YES",,,
"public","permit_books","isRenewed","boolean","YES",,,
"public","permit_books","permitDocument","character varying","YES",,,
"public","permit_books","applicationDocument","character varying","YES",,,
"public","permit_books","notes","text","YES",,,
"public","permit_books","createdAt","timestamp without time zone","YES","now()",,
"public","permit_books","updatedAt","timestamp without time zone","YES","now()",,
"public","permit_books","createdBy","character varying","YES",,"users","id"
"public","permit_books","isActive","boolean","YES",,,
"public","port_api_usage","id","character varying","NO",,,
"public","port_api_usage","company_id","character varying","NO",,"companies","id"
"public","port_api_usage","port_code","character varying","NO",,,
"public","port_api_usage","operation","character varying","NO",,,
"public","port_api_usage","operation_cost","numeric","NO",,,
"public","port_api_usage","request_params","json","YES",,,
"public","port_api_usage","response_time_ms","integer","YES",,,
"public","port_api_usage","status","character varying","NO",,,
"public","port_api_usage","error_message","text","YES",,,
"public","port_api_usage","billing_month","character varying","NO",,,
"public","port_api_usage","billed","boolean","YES",,,
"public","port_api_usage","user_id","character varying","YES",,"users","id"
"public","port_api_usage","timestamp","timestamp without time zone","YES","now()",,
"public","port_audit_logs","id","character varying","NO",,,
"public","port_audit_logs","port_id","character varying","NO",,"ports","id"
"public","port_audit_logs","company_id","character varying","NO",,"companies","id"
"public","port_audit_logs","credential_id","character varying","YES",,"port_credentials","id"
"public","port_audit_logs","user_id","character varying","YES",,"users","id"
"public","port_audit_logs","action_type","character varying","NO",,,
"public","port_audit_logs","action_status","character varying","NO",,,
"public","port_audit_logs","request_data","json","YES",,,
"public","port_audit_logs","response_code","integer","YES",,,
"public","port_audit_logs","response_time_ms","integer","YES",,,
"public","port_audit_logs","error_message","text","YES",,,
"public","port_audit_logs","ip_address","character varying","YES",,,
"public","port_audit_logs","user_agent","character varying","YES",,,
"public","port_audit_logs","created_at","timestamp without time zone","YES","now()",,
"public","port_credentials","id","character varying","NO",,,
"public","port_credentials","port_id","character varying","NO",,"ports","id"
"public","port_credentials","company_id","character varying","NO",,"companies","id"
"public","port_credentials","encrypted_credentials","text","NO",,,
"public","port_credentials","credential_type","character varying","NO",,,
"public","port_credentials","expires_at","timestamp without time zone","YES",,,
"public","port_credentials","last_validated","timestamp without time zone","YES",,,
"public","port_credentials","validation_status","character varying","YES",,,
"public","port_credentials","rotation_required","boolean","YES",,,
"public","port_credentials","rotation_scheduled_at","timestamp without time zone","YES",,,
"public","port_credentials","consecutive_failures","integer","YES",,,
"public","port_credentials","last_error","text","YES",,,
"public","port_credentials","last_success_at","timestamp without time zone","YES",,,
"public","port_credentials","is_active","boolean","YES",,,
"public","port_credentials","created_by","character varying","YES",,"users","id"
"public","port_credentials","created_at","timestamp without time zone","YES","now()",,
"public","port_credentials","updated_at","timestamp without time zone","YES","now()",,
"public","port_health_checks","id","character varying","NO",,,
"public","port_health_checks","port_id","character varying","NO",,"ports","id"
"public","port_health_checks","status","character varying","NO",,,
"public","port_health_checks","response_time_ms","integer","YES",,,
"public","port_health_checks","consecutive_failures","integer","YES",,,
"public","port_health_checks","last_success_at","timestamp without time zone","YES",,,
"public","port_health_checks","last_failure_at","timestamp without time zone","YES",,,
"public","port_health_checks","failure_reason","text","YES",,,
"public","port_health_checks","failover_active","boolean","YES",,,
"public","port_health_checks","failover_endpoint","character varying","YES",,,
"public","port_health_checks","checked_at","timestamp without time zone","YES","now()",,
"public","ports","id","character varying","NO",,,
"public","ports","port_code","character varying","NO",,,
"public","ports","port_name","character varying","NO",,,
"public","ports","unlocode","character varying","NO",,,
"public","ports","region","character varying","YES",,,
"public","ports","state","character varying","YES",,,
"public","ports","api_endpoint","character varying","NO",,,
"public","ports","api_version","character varying","YES",,,
"public","ports","auth_type","USER-DEFINED","NO",,,
"public","ports","services_supported","json","YES",,,
"public","ports","rate_limits","json","YES",,,
"public","ports","compliance_standards","json","YES",,,
"public","ports","documentation_requirements","json","YES",,,
"public","ports","is_active","boolean","YES",,,
"public","ports","priority","integer","YES",,,
"public","ports","created_at","timestamp without time zone","YES","now()",,
"public","ports","updated_at","timestamp without time zone","YES","now()",,
"public","road_services","id","character varying","NO",,,
"public","road_services","companyId","character varying","NO",,"companies","id"
"public","road_services","equipmentId","character varying","NO",,"equipment","id"
"public","road_services","driverId","character varying","YES",,"drivers","id"
"public","road_services","serviceType","character varying","NO",,,
"public","road_services","priority","character varying","YES",,,
"public","road_services","title","character varying","NO",,,
"public","road_services","description","text","YES",,,
"public","road_services","location","character varying","NO",,,
"public","road_services","latitude","numeric","YES",,,
"public","road_services","longitude","numeric","YES",,,
"public","road_services","contactName","character varying","YES",,,
"public","road_services","contactPhone","character varying","YES",,,
"public","road_services","serviceProvider","character varying","YES",,,
"public","road_services","providerPhone","character varying","YES",,,
"public","road_services","estimatedArrival","timestamp without time zone","YES",,,
"public","road_services","estimatedCost","numeric","YES",,,
"public","road_services","status","character varying","YES",,,
"public","road_services","requestedAt","timestamp without time zone","YES","now()",,
"public","road_services","dispatchedAt","timestamp without time zone","YES",,,
"public","road_services","arrivedAt","timestamp without time zone","YES",,,
"public","road_services","completedAt","timestamp without time zone","YES",,,
"public","road_services","actualCost","numeric","YES",,,
"public","road_services","notes","text","YES",,,
"public","road_services","photos","json","YES",,,
"public","road_services","documents","json","YES",,,
"public","road_services","createdAt","timestamp without time zone","YES","now()",,
"public","road_services","updatedAt","timestamp without time zone","YES","now()",,
"public","road_services","createdBy","character varying","YES",,"users","id"
"public","road_services","isActive","boolean","YES",,,
"public","safer_data","id","character varying","NO",,,
"public","safer_data","companyId","character varying","NO",,"companies","id"
"public","safer_data","dotNumber","character varying","NO",,,
"public","safer_data","legalName","character varying","NO",,,
"public","safer_data","dbaName","character varying","YES",,,
"public","safer_data","address","character varying","YES",,,
"public","safer_data","city","character varying","YES",,,
"public","safer_data","state","character varying","YES",,,
"public","safer_data","zipCode","character varying","YES",,,
"public","safer_data","country","character varying","YES",,,
"public","safer_data","safetyRating","character varying","YES",,,
"public","safer_data","safetyRatingDate","date","YES",,,
"public","safer_data","previousSafetyRating","character varying","YES",,,
"public","safer_data","totalInspections","integer","YES",,,
"public","safer_data","totalInspectionsWithViolations","integer","YES",,,
"public","safer_data","totalViolations","integer","YES",,,
"public","safer_data","totalOutOfServiceViolations","integer","YES",,,
"public","safer_data","totalOutOfServiceViolationsPercentage","numeric","YES",,,
"public","safer_data","totalCrashes","integer","YES",,,
"public","safer_data","fatalCrashes","integer","YES",,,
"public","safer_data","injuryCrashes","integer","YES",,,
"public","safer_data","towAwayCrashes","integer","YES",,,
"public","safer_data","totalVehicles","integer","YES",,,
"public","safer_data","totalDrivers","integer","YES",,,
"public","safer_data","lastReportGenerated","timestamp without time zone","YES",,,
"public","safer_data","reportUrl","character varying","YES",,,
"public","safer_data","portalUrl","character varying","YES",,,
"public","safer_data","createdAt","timestamp without time zone","YES","now()",,
"public","safer_data","updatedAt","timestamp without time zone","YES","now()",,
"public","safer_data","isActive","boolean","YES",,,
"public","simple_loads","id","character varying","NO",,,
"public","simple_loads","companyId","character varying","NO",,,
"public","simple_loads","loadNumber","character varying","NO",,,
"public","simple_loads","customerName","character varying","NO",,,
"public","simple_loads","pickupLocation","character varying","NO",,,
"public","simple_loads","deliveryLocation","character varying","NO",,,
"public","simple_loads","pickupDate","timestamp without time zone","YES",,,
"public","simple_loads","deliveryDate","timestamp without time zone","YES",,,
"public","simple_loads","pickuptime","timestamp without time zone","YES",,,
"public","simple_loads","deliverytime","timestamp without time zone","YES",,,
"public","simple_loads","rate","numeric","YES",,,
"public","simple_loads","notes","character varying","YES",,,
"public","simple_loads","status","character varying","YES",,,
"public","simple_loads","assignedDriverId","character varying","YES",,,
"public","simple_loads","assignedTruckId","character varying","YES",,,
"public","simple_loads","createdAt","timestamp without time zone","YES","now()",,
"public","simple_loads","updatedAt","timestamp without time zone","YES","now()",,
"public","simple_loads","isActive","boolean","YES",,,
"public","simple_loads","meta","json","YES",,,
"public","simple_loads","priority","character varying","YES","'normal'::character varying",,
"public","simple_loads","truckAssignmentStatus","character varying","YES","'truck_assignment_required'::text",,
"public","simple_loads","truckAssignmentTime","timestamp without time zone","YES",,,
"public","simple_loads","driverConfirmationTime","timestamp without time zone","YES",,,
"public","simple_loads","trailerSetupTime","timestamp without time zone","YES",,,
"public","simple_loads","truckConfirmationTime","timestamp without time zone","YES",,,
"public","simple_loads","pickupStatus","character varying","YES","'pending'::character varying",,
"public","simple_loads","deliveryStatus","character varying","YES",,,
"public","simple_loads","navigationStartTime","timestamp without time zone","YES",,,
"public","simple_loads","pickupArrivalTime","timestamp without time zone","YES",,,
"public","simple_loads","trailerConfirmationTime","timestamp without time zone","YES",,,
"public","simple_loads","containerConfirmationTime","timestamp without time zone","YES",,,
"public","simple_loads","pickupConfirmationTime","timestamp without time zone","YES",,,
"public","simple_loads","departureTime","timestamp without time zone","YES",,,
"public","simple_loads","billOfLadingUrl","character varying","YES",,,
"public","simple_loads","pickupNotes","character varying","YES",,,
"public","simple_loads","arrivalTime","timestamp without time zone","YES",,,
"public","simple_loads","dockingTime","timestamp without time zone","YES",,,
"public","simple_loads","unloadingStartTime","timestamp without time zone","YES",,,
"public","simple_loads","unloadingEndTime","timestamp without time zone","YES",,,
"public","simple_loads","deliveryTime","timestamp without time zone","YES",,,
"public","simple_loads","proofOfDeliveryUrl","character varying","YES",,,
"public","simple_loads","recipientName","character varying","YES",,,
"public","simple_loads","deliveryNotes","character varying","YES",,,
"public","simple_loads","current_driver_latitude","double precision","YES",,,
"public","simple_loads","current_driver_longitude","double precision","YES",,,
"public","simple_loads","last_location_update","timestamp without time zone","YES",,,
"public","simple_loads","actual_pickup_latitude","double precision","YES",,,
"public","simple_loads","actual_pickup_longitude","double precision","YES",,,
"public","simple_loads","actual_pickup_time","timestamp without time zone","YES",,,
"public","simple_loads","actual_delivery_latitude","double precision","YES",,,
"public","simple_loads","actual_delivery_longitude","double precision","YES",,,
"public","simple_loads","actual_delivery_time","timestamp without time zone","YES",,,
"public","simple_loads","route_history","json","YES",,,
"public","stripe_customers","id","character varying","NO",,,
"public","stripe_customers","company_id","character varying","NO",,"companies","id"
"public","stripe_customers","stripe_customer_id","character varying","NO",,,
"public","stripe_customers","email","character varying","NO",,,
"public","stripe_customers","name","character varying","YES",,,
"public","stripe_customers","phone","character varying","YES",,,
"public","stripe_customers","address_line1","character varying","YES",,,
"public","stripe_customers","address_line2","character varying","YES",,,
"public","stripe_customers","city","character varying","YES",,,
"public","stripe_customers","state","character varying","YES",,,
"public","stripe_customers","postal_code","character varying","YES",,,
"public","stripe_customers","country","character varying","YES",,,
"public","stripe_customers","created_at","timestamp without time zone","YES","now()",,
"public","stripe_customers","updated_at","timestamp without time zone","YES","now()",,
"public","stripe_invoices","id","character varying","NO",,,
"public","stripe_invoices","company_id","character varying","NO",,"companies","id"
"public","stripe_invoices","stripe_invoice_id","character varying","NO",,,
"public","stripe_invoices","stripe_subscription_id","character varying","YES",,,
"public","stripe_invoices","amount_due","numeric","NO",,,
"public","stripe_invoices","amount_paid","numeric","YES",,,
"public","stripe_invoices","amount_remaining","numeric","YES",,,
"public","stripe_invoices","currency","character varying","NO",,,
"public","stripe_invoices","status","character varying","NO",,,
"public","stripe_invoices","paid","boolean","YES",,,
"public","stripe_invoices","paid_at","timestamp without time zone","YES",,,
"public","stripe_invoices","due_date","timestamp without time zone","YES",,,
"public","stripe_invoices","invoice_pdf","character varying","YES",,,
"public","stripe_invoices","hosted_invoice_url","character varying","YES",,,
"public","stripe_invoices","created_at","timestamp without time zone","YES","now()",,
"public","stripe_invoices","updated_at","timestamp without time zone","YES","now()",,
"public","stripe_webhook_events","id","character varying","NO",,,
"public","stripe_webhook_events","stripe_event_id","character varying","NO",,,
"public","stripe_webhook_events","event_type","character varying","NO",,,
"public","stripe_webhook_events","processed","boolean","YES",,,
"public","stripe_webhook_events","processing_error","text","YES",,,
"public","stripe_webhook_events","event_data","text","YES",,,
"public","stripe_webhook_events","created_at","timestamp without time zone","YES","now()",,
"public","stripe_webhook_events","processed_at","timestamp without time zone","YES",,,
"public","subscribers","id","character varying","NO",,,
"public","subscribers","name","character varying","NO",,,
"public","subscribers","primary_admin_id","character varying","YES",,"users","id"
"public","subscribers","subscription_tier","character varying","NO",,,
"public","subscribers","created_at","timestamp without time zone","YES",,,
"public","subscribers","updated_at","timestamp without time zone","YES",,,
"public","subscribers","is_active","boolean","YES",,,
"public","subscription_plans","id","character varying","NO",,,
"public","subscription_plans","name","character varying","NO",,,
"public","subscription_plans","stripe_price_id","character varying","NO",,,
"public","subscription_plans","description","text","YES",,,
"public","subscription_plans","price_monthly","numeric","NO",,,
"public","subscription_plans","price_yearly","numeric","YES",,,
"public","subscription_plans","interval","character varying","NO",,,
"public","subscription_plans","features","text","YES",,,
"public","subscription_plans","max_users","integer","YES",,,
"public","subscription_plans","max_vehicles","integer","YES",,,
"public","subscription_plans","is_active","boolean","YES",,,
"public","subscription_plans","is_popular","boolean","YES",,,
"public","subscription_plans","sort_order","integer","YES",,,
"public","subscription_plans","created_at","timestamp without time zone","YES","now()",,
"public","subscription_plans","updated_at","timestamp without time zone","YES","now()",,
"public","team_invitations","id","character varying","NO",,,
"public","team_invitations","company_id","character varying","NO",,"companies","id"
"public","team_invitations","inviter_id","character varying","NO",,"users","id"
"public","team_invitations","invitee_email","character varying","NO",,,
"public","team_invitations","status","character varying","NO","'pending'::character varying",,
"public","team_invitations","role","character varying","YES","'user'::character varying",,
"public","team_invitations","invited_at","timestamp without time zone","YES","CURRENT_TIMESTAMP",,
"public","team_invitations","responded_at","timestamp without time zone","YES",,,
"public","team_invitations","expires_at","timestamp without time zone","YES","(CURRENT_TIMESTAMP + '7 days'::interval)",,
"public","team_invitations","created_at","timestamp without time zone","YES","CURRENT_TIMESTAMP",,
"public","team_invitations","updated_at","timestamp without time zone","YES","CURRENT_TIMESTAMP",,
"public","team_members","id","character varying","NO",,,
"public","team_members","team_id","character varying","NO",,"teams","id"
"public","team_members","member_id","character varying","NO",,,
"public","team_members","member_type","character varying","NO",,,
"public","team_members","role","character varying","NO",,,
"public","team_members","is_active","boolean","YES",,,
"public","team_members","joined_at","timestamp without time zone","YES","now()",,
"public","team_members","updated_at","timestamp without time zone","YES","now()",,
"public","teams","id","character varying","NO",,,
"public","teams","company_id","character varying","NO",,"companies","id"
"public","teams","name","character varying","NO",,,
"public","teams","description","text","YES",,,
"public","teams","is_private","boolean","YES",,,
"public","teams","is_active","boolean","YES",,,
"public","teams","member_count","integer","YES",,,
"public","teams","created_at","timestamp without time zone","YES","now()",,
"public","teams","updated_at","timestamp without time zone","YES","now()",,
"public","teams","created_by","character varying","NO",,,
"public","teams","created_by_type","character varying","NO",,,
"public","trucks","id","character varying","NO",,,
"public","trucks","companyId","character varying","NO",,"companies","id"
"public","trucks","truckNumber","character varying","NO",,,
"public","trucks","make","character varying","NO",,,
"public","trucks","model","character varying","NO",,,
"public","trucks","year","integer","NO",,,
"public","trucks","vin","character varying","NO",,,
"public","trucks","licensePlate","character varying","NO",,,
"public","trucks","registrationState","character varying","YES",,,
"public","trucks","status","character varying","YES",,,
"public","trucks","createdAt","timestamp without time zone","YES","'2025-08-12 09:47:38.072954'::timestamp without time zone",,
"public","trucks","updatedAt","timestamp without time zone","YES","'2025-08-12 09:47:38.072954'::timestamp without time zone",,
"public","trucks","fuelType","character varying","YES",,,
"public","trucks","fuelEfficiency","numeric","YES",,,
"public","trucks","maintenanceStatus","character varying","YES",,,
"public","trucks","lastMaintenanceDate","timestamp without time zone","YES",,,
"public","trucks","nextMaintenanceDate","timestamp without time zone","YES",,,
"public","trucks","insuranceProvider","character varying","YES",,,
"public","trucks","insurancePolicyNumber","character varying","YES",,,
"public","trucks","insuranceExpiry","timestamp without time zone","YES",,,
"public","trucks","isActive","boolean","YES","true",,
"public","users","id","character varying","NO",,,
"public","users","email","character varying","YES",,,
"public","users","firstname","character varying","YES",,,
"public","users","lastname","character varying","YES",,,
"public","users","password","character varying","NO",,,
"public","users","phone","character varying","YES",,,
"public","users","role","character varying","YES",,,
"public","users","companyid","character varying","YES",,"companies","id"
"public","users","isactive","boolean","YES",,,
"public","users","lastlogin","timestamp without time zone","YES",,,
"public","users","createdat","timestamp without time zone","YES",,,
"public","users","updatedat","timestamp without time zone","YES",,,
"public","users","emailverified","boolean","YES","false",,
"public","users","activationtoken","character varying","YES",,,
"public","users","activationtokenexpiry","timestamp without time zone","YES",,,
"public","vendors","id","character varying","NO",,,
"public","vendors","companyId","character varying","NO",,,
"public","vendors","title","character varying","YES",,,
"public","vendors","firstName","character varying","YES",,,
"public","vendors","middleName","character varying","YES",,,
"public","vendors","lastName","character varying","YES",,,
"public","vendors","suffix","character varying","YES",,,
"public","vendors","company","character varying","YES",,,
"public","vendors","displayName","character varying","NO",,,
"public","vendors","printOnCheck","character varying","YES",,,
"public","vendors","address","character varying","YES",,,
"public","vendors","city","character varying","YES",,,
"public","vendors","state","character varying","YES",,,
"public","vendors","zipCode","character varying","YES",,,
"public","vendors","country","character varying","YES",,,
"public","vendors","email","character varying","YES",,,
"public","vendors","phone","character varying","YES",,,
"public","vendors","mobile","character varying","YES",,,
"public","vendors","fax","character varying","YES",,,
"public","vendors","other","character varying","YES",,,
"public","vendors","website","character varying","YES",,,
"public","vendors","billingRate","numeric","YES",,,
"public","vendors","terms","character varying","YES",,,
"public","vendors","openingBalance","numeric","YES",,,
"public","vendors","balanceAsOf","date","YES",,,
"public","vendors","accountNumber","character varying","YES",,,
"public","vendors","taxId","character varying","YES",,,
"public","vendors","trackPaymentsFor1099","boolean","YES","false",,
"public","vendors","isActive","boolean","YES","true",,
"public","vendors","createdAt","timestamp without time zone","YES","CURRENT_TIMESTAMP",,
"public","vendors","updatedAt","timestamp without time zone","YES","CURRENT_TIMESTAMP",,
